name,symbol,instrument type,exchange,industry
Almonty Industries Inc,ALI1.DE,Stocks,Frankfurt,BasicMaterials
Sporttotal AG,WIG1.DE,Stocks,Frankfurt,Services
mwb Fairtrade Wertpapierhandelsbank AG,MWB0.DE,Stocks,Frankfurt,Financial
HWA AG,H9W.DE,Stocks,Frankfurt,ConsumerGoods
Demire Deutsche Mittelstand Real Estate AG,DMRE.DE,Stocks,Frankfurt,Financial
elumeo SE,ELB.DE,Stocks,Frankfurt,ConsumerGoods
Orbis Se,OBS.DE,Stocks,Frankfurt,Technology
Otrs AG,TR9.DE,Stocks,Frankfurt,Technology
DocCheck AG,AJ91.DE,Stocks,Frankfurt,Services
InTiCa Systems SE,IS7.DE,Stocks,Frankfurt,IndustrialGoods
Highlight Communications AG,HLG.DE,Stocks,Frankfurt,ConsumerGoods
Klassik Radio AG,KA8.DE,Stocks,Frankfurt,Services
AS Creation Tapeten AG,ACWN.DE,Stocks,Frankfurt,ConsumerGoods
Dierig Holding AG,DIE.DE,Stocks,Frankfurt,ConsumerGoods
Net Digital AG,VRL.DE,Stocks,Frankfurt,Technology
SM Wirtschaftsberatungs AG,SMWN.DE,Stocks,Frankfurt,Financial
Mediclin AG,MED.DE,Stocks,Frankfurt,ConsumerGoods
Varengold Bank AG,VG80.DE,Stocks,Frankfurt,Financial
Artec Technologies AG,A6T.DE,Stocks,Frankfurt,IndustrialGoods
Aap Implantate AG,AAQ1.DE,Stocks,Frankfurt,ConsumerGoods
Deutsche Effecten und Wechsel Beteiligungsgesellschaft AG,EFF0.DE,Stocks,Frankfurt,Financial
H2 CORE AG,M5S.DE,Stocks,Frankfurt,IndustrialGoods
mVISE AG,C1V0.DE,Stocks,Frankfurt,Technology
